week_start,trading_day,date,partial_model
2012-11-06,1.0,2012-11-06,N/A
2012-11-06,2.0,2012-11-07,Downside
2012-11-06,3.0,2012-11-08,Downside
2012-11-06,4.0,2012-11-06,Outside
2012-11-06,5.0,2012-11-06,Downside
2012-11-13,1.0,2012-11-13,N/A
2012-11-13,2.0,2012-11-14,Upside
2012-11-13,3.0,2012-11-15,Downside
2012-11-13,4.0,2012-11-13,Upside
2012-11-13,5.0,2012-11-13,Undefined
2012-11-20,1.0,2012-11-20,N/A
2012-11-20,2.0,2012-11-21,Downside
2012-11-20,3.0,2012-11-22,Downside
2012-11-20,4.0,2012-11-20,Downside
2012-11-20,5.0,2012-11-20,Undefined
2012-11-27,1.0,2012-11-27,N/A
2012-11-27,2.0,2012-11-28,Upside
2012-11-27,3.0,2012-11-29,Upside
2012-11-27,4.0,2012-11-27,Outside
2012-11-27,5.0,2012-11-27,Upside
2012-12-04,1.0,2012-12-04,N/A
2012-12-04,2.0,2012-12-05,Downside
2012-12-04,3.0,2012-12-06,Downside
2012-12-04,4.0,2012-12-04,Downside
2012-12-04,5.0,2012-12-04,Undefined
2012-12-11,1.0,2012-12-11,N/A
2012-12-11,2.0,2012-12-12,Outside
2012-12-11,3.0,2012-12-13,Outside
2012-12-11,4.0,2012-12-11,Upside
2012-12-11,5.0,2012-12-11,Outside
2012-12-18,1.0,2012-12-18,N/A
2012-12-18,2.0,2012-12-19,Undefined
2012-12-18,3.0,2012-12-20,Outside
2012-12-18,4.0,2012-12-18,Outside
2012-12-18,5.0,2012-12-18,Undefined
2012-12-25,2.0,2012-12-26,Upside
2012-12-25,1.0,2012-12-25,N/A
2012-12-25,3.0,2012-12-27,Outside
2012-12-25,4.0,2012-12-26,Upside
2012-12-25,5.0,2012-12-31,Upside
2013-01-01,2.0,2013-01-02,Inside
2013-01-01,1.0,2013-01-01,N/A
2013-01-01,3.0,2013-01-03,Outside
2013-01-01,4.0,2013-01-02,Downside
2013-01-01,5.0,2013-01-07,Upside
2013-01-08,1.0,2013-01-08,N/A
2013-01-08,2.0,2013-01-09,Outside
2013-01-08,3.0,2013-01-10,Downside
2013-01-08,4.0,2013-01-08,Outside
2013-01-08,5.0,2013-01-08,Outside
2013-01-15,1.0,2013-01-15,N/A
2013-01-15,2.0,2013-01-16,Upside
2013-01-15,3.0,2013-01-17,Upside
2013-01-15,4.0,2013-01-15,Outside
2013-01-15,5.0,2013-01-15,Undefined
2013-01-22,1.0,2013-01-22,N/A
2013-01-22,2.0,2013-01-23,Downside
2013-01-22,3.0,2013-01-24,Upside
2013-01-22,4.0,2013-01-22,Outside
2013-01-22,5.0,2013-01-22,Undefined
2013-01-29,1.0,2013-01-29,N/A
2013-01-29,2.0,2013-01-30,Downside
2013-01-29,3.0,2013-01-31,Inside
2013-01-29,4.0,2013-01-29,Outside
2013-01-29,5.0,2013-01-29,Downside
2013-02-05,1.0,2013-02-05,N/A
2013-02-05,2.0,2013-02-06,Upside
2013-02-05,3.0,2013-02-07,Downside
2013-02-05,4.0,2013-02-05,Downside
2013-02-05,5.0,2013-02-05,Outside
2013-02-12,1.0,2013-02-12,N/A
2013-02-12,2.0,2013-02-13,Downside
2013-02-12,3.0,2013-02-14,Outside
2013-02-12,4.0,2013-02-12,Outside
2013-02-12,5.0,2013-02-12,Undefined
2013-02-19,1.0,2013-02-19,N/A
2013-02-19,2.0,2013-02-20,Downside
2013-02-19,3.0,2013-02-21,Downside
2013-02-19,4.0,2013-02-19,Outside
2013-02-19,5.0,2013-02-19,Downside
2013-02-26,1.0,2013-02-26,N/A
2013-02-26,2.0,2013-02-27,Upside
2013-02-26,3.0,2013-02-28,Outside
2013-02-26,4.0,2013-02-26,Downside
2013-02-26,5.0,2013-02-26,Downside
2013-03-05,1.0,2013-03-05,N/A
2013-03-05,2.0,2013-03-06,Outside
2013-03-05,3.0,2013-03-07,Upside
2013-03-05,4.0,2013-03-05,Upside
2013-03-05,5.0,2013-03-05,Undefined
2013-03-12,1.0,2013-03-12,N/A
2013-03-12,2.0,2013-03-13,Outside
2013-03-12,3.0,2013-03-14,Upside
2013-03-12,4.0,2013-03-12,Upside
2013-03-12,5.0,2013-03-12,Undefined
2013-03-19,1.0,2013-03-19,N/A
2013-03-19,2.0,2013-03-20,Outside
2013-03-19,3.0,2013-03-21,Downside
2013-03-19,4.0,2013-03-19,Outside
2013-03-19,5.0,2013-03-19,Undefined
2013-03-26,1.0,2013-03-26,N/A
2013-03-26,2.0,2013-03-27,Upside
2013-03-26,3.0,2013-03-28,Upside
2013-03-26,4.0,2013-03-26,Upside
2013-03-26,5.0,2013-03-26,Outside
2013-04-02,1.0,2013-04-02,N/A
2013-04-02,2.0,2013-04-03,Downside
2013-04-02,3.0,2013-04-04,Downside
2013-04-02,4.0,2013-04-02,Downside
2013-04-02,5.0,2013-04-02,Undefined
2013-04-09,1.0,2013-04-09,N/A
2013-04-09,2.0,2013-04-10,Upside
2013-04-09,3.0,2013-04-11,Downside
2013-04-09,4.0,2013-04-09,Outside
2013-04-09,5.0,2013-04-09,Outside
2013-04-16,1.0,2013-04-16,N/A
2013-04-16,2.0,2013-04-17,Downside
2013-04-16,3.0,2013-04-18,Outside
2013-04-16,4.0,2013-04-16,Outside
2013-04-16,5.0,2013-04-16,Outside
2013-04-23,1.0,2013-04-23,N/A
2013-04-23,2.0,2013-04-24,Upside
2013-04-23,3.0,2013-04-25,Upside
2013-04-23,4.0,2013-04-23,Upside
2013-04-23,5.0,2013-04-23,Undefined
2013-04-30,1.0,2013-04-30,N/A
2013-04-30,2.0,2013-05-01,Downside
2013-04-30,3.0,2013-05-02,Upside
2013-04-30,4.0,2013-04-30,Outside
2013-04-30,5.0,2013-04-30,Undefined
2013-05-07,1.0,2013-05-07,N/A
2013-05-07,2.0,2013-05-08,Upside
2013-05-07,3.0,2013-05-09,Downside
2013-05-07,4.0,2013-05-07,Outside
2013-05-07,5.0,2013-05-07,Undefined
2013-05-14,1.0,2013-05-14,N/A
2013-05-14,2.0,2013-05-15,Outside
2013-05-14,3.0,2013-05-16,Upside
2013-05-14,4.0,2013-05-14,Outside
2013-05-14,5.0,2013-05-14,Undefined
2013-05-21,1.0,2013-05-21,N/A
2013-05-21,2.0,2013-05-22,Downside
2013-05-21,3.0,2013-05-23,Outside
2013-05-21,4.0,2013-05-21,Downside
2013-05-21,5.0,2013-05-21,Outside
2013-05-28,1.0,2013-05-28,N/A
2013-05-28,2.0,2013-05-29,Outside
2013-05-28,3.0,2013-05-30,Upside
2013-05-28,4.0,2013-05-28,Undefined
2013-05-28,5.0,2013-05-28,Downside
2013-06-04,1.0,2013-06-04,N/A
2013-06-04,2.0,2013-06-05,Upside
2013-06-04,3.0,2013-06-06,Upside
2013-06-04,4.0,2013-06-04,Upside
2013-06-04,5.0,2013-06-04,Undefined
2013-06-11,1.0,2013-06-11,N/A
2013-06-11,2.0,2013-06-12,Inside
2013-06-11,3.0,2013-06-13,Upside
2013-06-11,4.0,2013-06-11,Upside
2013-06-11,5.0,2013-06-11,Upside
2013-06-18,1.0,2013-06-18,N/A
2013-06-18,2.0,2013-06-19,Downside
2013-06-18,3.0,2013-06-20,Downside
2013-06-18,4.0,2013-06-18,Outside
2013-06-18,5.0,2013-06-18,Downside
2013-06-25,1.0,2013-06-25,N/A
2013-06-25,2.0,2013-06-26,Outside
2013-06-25,3.0,2013-06-27,Upside
2013-06-25,4.0,2013-06-25,Outside
2013-06-25,5.0,2013-06-25,Outside
2013-07-02,1.0,2013-07-02,N/A
2013-07-02,2.0,2013-07-03,Outside
2013-07-02,3.0,2013-07-04,Upside
2013-07-02,4.0,2013-07-02,Upside
2013-07-02,5.0,2013-07-02,Outside
2013-07-09,1.0,2013-07-09,N/A
2013-07-09,2.0,2013-07-10,Upside
2013-07-09,3.0,2013-07-11,Downside
2013-07-09,4.0,2013-07-09,Upside
2013-07-09,5.0,2013-07-09,Undefined
2013-07-16,1.0,2013-07-16,N/A
2013-07-16,2.0,2013-07-17,Upside
2013-07-16,3.0,2013-07-18,Upside
2013-07-16,4.0,2013-07-16,Outside
2013-07-16,5.0,2013-07-16,Outside
2013-07-23,1.0,2013-07-23,N/A
2013-07-23,2.0,2013-07-24,Downside
2013-07-23,3.0,2013-07-25,Outside
2013-07-23,4.0,2013-07-23,Outside
2013-07-23,5.0,2013-07-23,Outside
2013-07-30,1.0,2013-07-30,N/A
2013-07-30,2.0,2013-07-31,Outside
2013-07-30,3.0,2013-08-01,Upside
2013-07-30,4.0,2013-07-30,Outside
2013-07-30,5.0,2013-07-30,Undefined
2013-08-06,1.0,2013-08-06,N/A
2013-08-06,2.0,2013-08-07,Downside
2013-08-06,3.0,2013-08-08,Outside
2013-08-06,4.0,2013-08-06,Downside
2013-08-06,5.0,2013-08-06,Undefined
2013-08-13,1.0,2013-08-13,N/A
2013-08-13,2.0,2013-08-14,Upside
2013-08-13,3.0,2013-08-15,Downside
2013-08-13,4.0,2013-08-13,Outside
2013-08-13,5.0,2013-08-13,Upside
2013-08-20,1.0,2013-08-20,N/A
2013-08-20,2.0,2013-08-21,Downside
2013-08-20,3.0,2013-08-22,Outside
2013-08-20,4.0,2013-08-20,Outside
2013-08-20,5.0,2013-08-20,Upside
2013-08-27,1.0,2013-08-27,N/A
2013-08-27,2.0,2013-08-28,Downside
2013-08-27,3.0,2013-08-29,Outside
2013-08-27,4.0,2013-08-27,Outside
2013-08-27,5.0,2013-08-27,Downside
2013-09-03,1.0,2013-09-03,N/A
2013-09-03,2.0,2013-09-04,Downside
2013-09-03,3.0,2013-09-05,Outside
2013-09-03,4.0,2013-09-03,Upside
2013-09-03,5.0,2013-09-03,Outside
2013-09-10,1.0,2013-09-10,N/A
2013-09-10,2.0,2013-09-11,Outside
2013-09-10,3.0,2013-09-12,Outside
2013-09-10,4.0,2013-09-10,Downside
2013-09-10,5.0,2013-09-10,Undefined
2013-09-17,1.0,2013-09-17,N/A
2013-09-17,2.0,2013-09-18,Upside
2013-09-17,3.0,2013-09-19,Downside
2013-09-17,4.0,2013-09-17,Outside
2013-09-17,5.0,2013-09-17,Undefined
2013-09-24,1.0,2013-09-24,N/A
2013-09-24,2.0,2013-09-25,Downside
2013-09-24,3.0,2013-09-26,Downside
2013-09-24,4.0,2013-09-24,Outside
2013-09-24,5.0,2013-09-24,Outside
2013-10-01,1.0,2013-10-01,N/A
2013-10-01,2.0,2013-10-02,Upside
2013-10-01,3.0,2013-10-03,Outside
2013-10-01,4.0,2013-10-01,Upside
2013-10-01,5.0,2013-10-01,Upside
2013-10-08,1.0,2013-10-08,N/A
2013-10-08,2.0,2013-10-09,Downside
2013-10-08,3.0,2013-10-10,Outside
2013-10-08,4.0,2013-10-08,Downside
2013-10-08,5.0,2013-10-08,Undefined
2013-10-15,1.0,2013-10-15,N/A
2013-10-15,2.0,2013-10-16,Upside
2013-10-15,3.0,2013-10-17,Downside
2013-10-15,4.0,2013-10-15,Downside
2013-10-15,5.0,2013-10-15,Outside
2013-10-22,1.0,2013-10-22,N/A
2013-10-22,2.0,2013-10-23,Outside
2013-10-22,3.0,2013-10-24,Upside
2013-10-22,4.0,2013-10-22,Undefined
2013-10-22,5.0,2013-10-22,Undefined
2013-10-29,1.0,2013-10-29,N/A
2013-10-29,2.0,2013-10-30,Downside
2013-10-29,3.0,2013-10-31,Outside
2013-10-29,4.0,2013-10-29,Downside
2013-10-29,5.0,2013-10-29,Outside
2013-11-05,1.0,2013-11-05,N/A
2013-11-05,2.0,2013-11-06,Upside
2013-11-05,3.0,2013-11-07,Downside
2013-11-05,4.0,2013-11-05,Outside
2013-11-05,5.0,2013-11-05,Upside
2013-11-12,1.0,2013-11-12,N/A
2013-11-12,2.0,2013-11-13,Upside
2013-11-12,3.0,2013-11-14,Outside
2013-11-12,4.0,2013-11-12,Downside
2013-11-12,5.0,2013-11-12,Undefined
2013-11-19,1.0,2013-11-19,N/A
2013-11-19,2.0,2013-11-20,Downside
2013-11-19,3.0,2013-11-21,Upside
2013-11-19,4.0,2013-11-19,Upside
2013-11-19,5.0,2013-11-19,Undefined
2013-11-26,1.0,2013-11-26,N/A
2013-11-26,2.0,2013-11-27,Downside
2013-11-26,3.0,2013-11-28,Upside
2013-11-26,4.0,2013-11-26,Downside
2013-11-26,5.0,2013-11-26,Undefined
2013-12-03,1.0,2013-12-03,N/A
2013-12-03,2.0,2013-12-04,Outside
2013-12-03,3.0,2013-12-05,Outside
2013-12-03,4.0,2013-12-03,Upside
2013-12-03,5.0,2013-12-03,Upside
2013-12-10,1.0,2013-12-10,N/A
2013-12-10,2.0,2013-12-11,Downside
2013-12-10,3.0,2013-12-12,Downside
2013-12-10,4.0,2013-12-10,Downside
2013-12-10,5.0,2013-12-10,Undefined
2013-12-17,1.0,2013-12-17,N/A
2013-12-17,2.0,2013-12-18,Upside
2013-12-17,3.0,2013-12-19,Upside
2013-12-17,4.0,2013-12-17,Upside
2013-12-17,5.0,2013-12-17,Undefined
2013-12-24,1.0,2013-12-24,N/A
2013-12-24,2.0,2013-12-25,Undefined
2013-12-24,3.0,2013-12-26,Upside
2013-12-24,4.0,2013-12-24,Upside
2013-12-24,5.0,2013-12-24,Outside
2013-12-31,1.0,2013-12-31,N/A
2013-12-31,2.0,2014-01-01,Undefined
2013-12-31,3.0,2014-01-02,Downside
2013-12-31,4.0,2013-12-31,Downside
2013-12-31,5.0,2013-12-31,Outside
2014-01-07,1.0,2014-01-07,N/A
2014-01-07,2.0,2014-01-08,Downside
2014-01-07,3.0,2014-01-09,Outside
2014-01-07,4.0,2014-01-07,Downside
2014-01-07,5.0,2014-01-07,Undefined
2014-01-14,1.0,2014-01-14,N/A
2014-01-14,2.0,2014-01-15,Upside
2014-01-14,3.0,2014-01-16,Outside
2014-01-14,4.0,2014-01-14,Upside
2014-01-14,5.0,2014-01-14,Outside
2014-01-21,1.0,2014-01-21,N/A
2014-01-21,2.0,2014-01-22,Upside
2014-01-21,3.0,2014-01-23,Upside
2014-01-21,4.0,2014-01-21,Upside
2014-01-21,5.0,2014-01-21,Outside
2014-01-28,1.0,2014-01-28,N/A
2014-01-28,2.0,2014-01-29,Outside
2014-01-28,3.0,2014-01-30,Downside
2014-01-28,4.0,2014-01-28,Upside
2014-01-28,5.0,2014-01-28,Outside
2014-02-04,1.0,2014-02-04,N/A
2014-02-04,2.0,2014-02-05,Outside
2014-02-04,3.0,2014-02-06,Downside
2014-02-04,4.0,2014-02-04,Upside
2014-02-04,5.0,2014-02-04,Undefined
2014-02-11,1.0,2014-02-11,N/A
2014-02-11,2.0,2014-02-12,Outside
2014-02-11,3.0,2014-02-13,Upside
2014-02-11,4.0,2014-02-11,Upside
2014-02-11,5.0,2014-02-11,Upside
2014-02-18,1.0,2014-02-18,N/A
2014-02-18,2.0,2014-02-19,Upside
2014-02-18,3.0,2014-02-20,Upside
2014-02-18,4.0,2014-02-18,Upside
2014-02-18,5.0,2014-02-18,Undefined
2014-02-25,1.0,2014-02-25,N/A
2014-02-25,2.0,2014-02-26,Upside
2014-02-25,3.0,2014-02-27,Downside
2014-02-25,4.0,2014-02-25,Upside
2014-02-25,5.0,2014-02-25,Undefined
2014-03-04,1.0,2014-03-04,N/A
2014-03-04,2.0,2014-03-05,Downside
2014-03-04,3.0,2014-03-06,Outside
2014-03-04,4.0,2014-03-04,Downside
2014-03-04,5.0,2014-03-04,Outside
2014-03-11,1.0,2014-03-11,N/A
2014-03-11,2.0,2014-03-12,Downside
2014-03-11,3.0,2014-03-13,Upside
2014-03-11,4.0,2014-03-11,Downside
2014-03-11,5.0,2014-03-11,Undefined
2014-03-18,1.0,2014-03-18,N/A
2014-03-18,2.0,2014-03-19,Outside
2014-03-18,3.0,2014-03-20,Outside
2014-03-18,4.0,2014-03-18,Upside
2014-03-18,5.0,2014-03-18,Outside
2014-03-25,1.0,2014-03-25,N/A
2014-03-25,2.0,2014-03-26,Upside
2014-03-25,3.0,2014-03-27,Upside
2014-03-25,4.0,2014-03-25,Upside
2014-03-25,5.0,2014-03-25,Outside
2014-04-01,1.0,2014-04-01,N/A
2014-04-01,2.0,2014-04-02,Undefined
2014-04-01,3.0,2014-04-03,Upside
2014-04-01,4.0,2014-04-01,Outside
2014-04-01,5.0,2014-04-01,Outside
2014-04-08,1.0,2014-04-08,N/A
2014-04-08,2.0,2014-04-09,Upside
2014-04-08,3.0,2014-04-10,Downside
2014-04-08,4.0,2014-04-08,Upside
2014-04-08,5.0,2014-04-08,Outside
2014-04-15,1.0,2014-04-15,N/A
2014-04-15,2.0,2014-04-16,Downside
2014-04-15,3.0,2014-04-17,Upside
2014-04-15,4.0,2014-04-15,Upside
2014-04-15,5.0,2014-04-15,Undefined
2014-04-22,1.0,2014-04-22,N/A
2014-04-22,2.0,2014-04-23,Upside
2014-04-22,3.0,2014-04-24,Downside
2014-04-22,4.0,2014-04-22,Downside
2014-04-22,5.0,2014-04-22,Outside
2014-04-29,1.0,2014-04-29,N/A
2014-04-29,2.0,2014-04-30,Downside
2014-04-29,3.0,2014-05-01,Upside
2014-04-29,4.0,2014-04-29,Undefined
2014-04-29,5.0,2014-04-29,Downside
2014-05-06,1.0,2014-05-06,N/A
2014-05-06,2.0,2014-05-07,Upside
2014-05-06,3.0,2014-05-08,Upside
2014-05-06,4.0,2014-05-06,Upside
2014-05-06,5.0,2014-05-06,Undefined
2014-05-13,1.0,2014-05-13,N/A
2014-05-13,2.0,2014-05-14,Outside
2014-05-13,3.0,2014-05-15,Downside
2014-05-13,4.0,2014-05-13,Upside
2014-05-13,5.0,2014-05-13,Undefined
2014-05-20,1.0,2014-05-20,N/A
2014-05-20,2.0,2014-05-21,Upside
2014-05-20,3.0,2014-05-22,Outside
2014-05-20,4.0,2014-05-20,Undefined
2014-05-20,5.0,2014-05-20,Upside
2014-05-27,1.0,2014-05-27,N/A
2014-05-27,2.0,2014-05-28,Downside
2014-05-27,3.0,2014-05-29,Upside
2014-05-27,4.0,2014-05-27,Downside
2014-05-27,5.0,2014-05-27,Outside
2014-06-03,1.0,2014-06-03,N/A
2014-06-03,2.0,2014-06-04,Outside
2014-06-03,3.0,2014-06-05,Upside
2014-06-03,4.0,2014-06-03,Outside
2014-06-03,5.0,2014-06-03,Undefined
2014-06-10,1.0,2014-06-10,N/A
2014-06-10,2.0,2014-06-11,Outside
2014-06-10,3.0,2014-06-12,Upside
2014-06-10,4.0,2014-06-10,Outside
2014-06-10,5.0,2014-06-10,Upside
2014-06-17,1.0,2014-06-17,N/A
2014-06-17,2.0,2014-06-18,Downside
2014-06-17,3.0,2014-06-19,Outside
2014-06-17,4.0,2014-06-17,Outside
2014-06-17,5.0,2014-06-17,Outside
2014-06-24,1.0,2014-06-24,N/A
2014-06-24,2.0,2014-06-25,Outside
2014-06-24,3.0,2014-06-26,Downside
2014-06-24,4.0,2014-06-24,Downside
2014-06-24,5.0,2014-06-24,Undefined
2014-07-01,1.0,2014-07-01,N/A
2014-07-01,2.0,2014-07-02,Downside
2014-07-01,3.0,2014-07-03,Downside
2014-07-01,4.0,2014-07-01,Downside
2014-07-01,5.0,2014-07-01,Undefined
2014-07-08,1.0,2014-07-08,N/A
2014-07-08,2.0,2014-07-09,Downside
2014-07-08,3.0,2014-07-10,Upside
2014-07-08,4.0,2014-07-08,Undefined
2014-07-08,5.0,2014-07-08,Downside
2014-07-15,1.0,2014-07-15,N/A
2014-07-15,2.0,2014-07-16,Upside
2014-07-15,3.0,2014-07-17,Undefined
2014-07-15,4.0,2014-07-15,Upside
2014-07-15,5.0,2014-07-15,Upside
2014-07-22,1.0,2014-07-22,N/A
2014-07-22,2.0,2014-07-23,Upside
2014-07-22,3.0,2014-07-24,Downside
2014-07-22,4.0,2014-07-22,Downside
2014-07-22,5.0,2014-07-22,Outside
2014-07-29,1.0,2014-07-29,N/A
2014-07-29,2.0,2014-07-30,Outside
2014-07-29,3.0,2014-07-31,Downside
2014-07-29,4.0,2014-07-29,Downside
2014-07-29,5.0,2014-07-29,Undefined
2014-08-05,1.0,2014-08-05,N/A
2014-08-05,2.0,2014-08-06,Outside
2014-08-05,3.0,2014-08-07,Upside
2014-08-05,4.0,2014-08-05,Downside
2014-08-05,5.0,2014-08-05,Undefined
2014-08-12,1.0,2014-08-12,N/A
2014-08-12,2.0,2014-08-13,Downside
2014-08-12,3.0,2014-08-14,Downside
2014-08-12,4.0,2014-08-12,Downside
2014-08-12,5.0,2014-08-12,Outside
2014-08-19,1.0,2014-08-19,N/A
2014-08-19,2.0,2014-08-20,Outside
2014-08-19,3.0,2014-08-21,Upside
2014-08-19,4.0,2014-08-19,Downside
2014-08-19,5.0,2014-08-19,Outside
2014-08-26,1.0,2014-08-26,N/A
2014-08-26,2.0,2014-08-27,Downside
2014-08-26,3.0,2014-08-28,Upside
2014-08-26,4.0,2014-08-26,Upside
2014-08-26,5.0,2014-08-26,Undefined
2014-09-02,1.0,2014-09-02,N/A
2014-09-02,2.0,2014-09-03,Upside
2014-09-02,3.0,2014-09-04,Downside
2014-09-02,4.0,2014-09-02,Downside
2014-09-02,5.0,2014-09-02,Outside
2014-09-09,1.0,2014-09-09,N/A
2014-09-09,2.0,2014-09-10,Downside
2014-09-09,3.0,2014-09-11,Upside
2014-09-09,4.0,2014-09-09,Downside
2014-09-09,5.0,2014-09-09,Undefined
2014-09-16,1.0,2014-09-16,N/A
2014-09-16,2.0,2014-09-17,Downside
2014-09-16,3.0,2014-09-18,Downside
2014-09-16,4.0,2014-09-16,Outside
2014-09-16,5.0,2014-09-16,Downside
2014-09-23,1.0,2014-09-23,N/A
2014-09-23,2.0,2014-09-24,Outside
2014-09-23,3.0,2014-09-25,Downside
2014-09-23,4.0,2014-09-23,Upside
2014-09-23,5.0,2014-09-23,Outside
2014-09-30,1.0,2014-09-30,N/A
2014-09-30,2.0,2014-10-01,Outside
2014-09-30,3.0,2014-10-02,Upside
2014-09-30,4.0,2014-09-30,Downside
2014-09-30,5.0,2014-09-30,Undefined
2014-10-07,1.0,2014-10-07,N/A
2014-10-07,2.0,2014-10-08,Downside
2014-10-07,3.0,2014-10-09,Downside
2014-10-07,4.0,2014-10-07,Downside
2014-10-07,5.0,2014-10-07,Outside
2014-10-14,1.0,2014-10-14,N/A
2014-10-14,2.0,2014-10-15,Outside
2014-10-14,3.0,2014-10-16,Upside
2014-10-14,4.0,2014-10-14,Downside
2014-10-14,5.0,2014-10-14,Outside
2014-10-21,1.0,2014-10-21,N/A
2014-10-21,2.0,2014-10-22,Downside
2014-10-21,3.0,2014-10-23,Upside
2014-10-21,4.0,2014-10-21,Downside
2014-10-21,5.0,2014-10-21,Downside
2014-10-28,1.0,2014-10-28,N/A
2014-10-28,2.0,2014-10-29,Outside
2014-10-28,3.0,2014-10-30,Downside
2014-10-28,4.0,2014-10-28,Outside
2014-10-28,5.0,2014-10-28,Undefined
2014-11-04,1.0,2014-11-04,N/A
2014-11-04,2.0,2014-11-05,Upside
2014-11-04,3.0,2014-11-06,Downside
2014-11-04,4.0,2014-11-04,Upside
2014-11-04,5.0,2014-11-04,Undefined
2014-11-11,1.0,2014-11-11,N/A
2014-11-11,2.0,2014-11-12,Outside
2014-11-11,3.0,2014-11-13,Downside
2014-11-11,4.0,2014-11-11,Downside
2014-11-11,5.0,2014-11-11,Undefined
2014-11-18,1.0,2014-11-18,N/A
2014-11-18,2.0,2014-11-19,Outside
2014-11-18,3.0,2014-11-20,Upside
2014-11-18,4.0,2014-11-18,Outside
2014-11-18,5.0,2014-11-18,Upside
2014-11-25,1.0,2014-11-25,N/A
2014-11-25,2.0,2014-11-26,Downside
2014-11-25,3.0,2014-11-27,Downside
2014-11-25,4.0,2014-11-25,Undefined
2014-11-25,5.0,2014-11-25,Downside
2014-12-02,1.0,2014-12-02,N/A
2014-12-02,2.0,2014-12-03,Outside
2014-12-02,3.0,2014-12-04,Downside
2014-12-02,4.0,2014-12-02,Downside
2014-12-02,5.0,2014-12-02,Undefined
2014-12-09,1.0,2014-12-09,N/A
2014-12-09,2.0,2014-12-10,Downside
2014-12-09,3.0,2014-12-11,Downside
2014-12-09,4.0,2014-12-09,Downside
2014-12-09,5.0,2014-12-09,Undefined
2014-12-16,1.0,2014-12-16,N/A
2014-12-16,2.0,2014-12-17,Upside
2014-12-16,3.0,2014-12-18,Downside
2014-12-16,4.0,2014-12-16,Upside
2014-12-16,5.0,2014-12-16,Undefined
2014-12-23,1.0,2014-12-23,N/A
2014-12-23,2.0,2014-12-24,Downside
2014-12-23,3.0,2014-12-25,Undefined
2014-12-23,4.0,2014-12-23,Downside
2014-12-23,5.0,2014-12-23,Undefined
2014-12-30,1.0,2014-12-30,N/A
2014-12-30,2.0,2014-12-31,Undefined
2014-12-30,3.0,2015-01-01,Undefined
2014-12-30,4.0,2014-12-30,Undefined
2014-12-30,5.0,2014-12-30,Downside
2015-01-06,1.0,2015-01-06,N/A
2015-01-06,2.0,2015-01-07,Upside
2015-01-06,3.0,2015-01-08,Outside
2015-01-06,4.0,2015-01-06,Downside
2015-01-06,5.0,2015-01-06,Outside
2015-01-13,1.0,2015-01-13,N/A
2015-01-13,2.0,2015-01-14,Upside
2015-01-13,3.0,2015-01-15,Downside
2015-01-13,4.0,2015-01-13,Upside
2015-01-13,5.0,2015-01-13,Undefined
2015-01-20,1.0,2015-01-20,N/A
2015-01-20,2.0,2015-01-21,Upside
2015-01-20,3.0,2015-01-22,Downside
2015-01-20,4.0,2015-01-20,Downside
2015-01-20,5.0,2015-01-20,Undefined
2015-01-27,1.0,2015-01-27,N/A
2015-01-27,2.0,2015-01-28,Downside
2015-01-27,3.0,2015-01-29,Outside
2015-01-27,4.0,2015-01-27,Outside
2015-01-27,5.0,2015-01-27,Outside
2015-02-03,1.0,2015-02-03,N/A
2015-02-03,2.0,2015-02-04,Downside
2015-02-03,3.0,2015-02-05,Upside
2015-02-03,4.0,2015-02-03,Outside
2015-02-03,5.0,2015-02-03,Outside
2015-02-10,1.0,2015-02-10,N/A
2015-02-10,2.0,2015-02-11,Downside
2015-02-10,3.0,2015-02-12,Upside
2015-02-10,4.0,2015-02-10,Outside
2015-02-10,5.0,2015-02-10,Undefined
2015-02-17,1.0,2015-02-17,N/A
2015-02-17,2.0,2015-02-18,Outside
2015-02-17,3.0,2015-02-19,Upside
2015-02-17,4.0,2015-02-17,Downside
2015-02-17,5.0,2015-02-17,Undefined
2015-02-24,1.0,2015-02-24,N/A
2015-02-24,2.0,2015-02-25,Outside
2015-02-24,3.0,2015-02-26,Downside
2015-02-24,4.0,2015-02-24,Downside
2015-02-24,5.0,2015-02-24,Outside
2015-03-03,1.0,2015-03-03,N/A
2015-03-03,2.0,2015-03-04,Outside
2015-03-03,3.0,2015-03-05,Downside
2015-03-03,4.0,2015-03-03,Outside
2015-03-03,5.0,2015-03-03,Outside
2015-03-10,1.0,2015-03-10,N/A
2015-03-10,2.0,2015-03-11,Downside
2015-03-10,3.0,2015-03-12,Downside
2015-03-10,4.0,2015-03-10,Downside
2015-03-10,5.0,2015-03-10,Outside
2015-03-17,1.0,2015-03-17,N/A
2015-03-17,2.0,2015-03-18,Outside
2015-03-17,3.0,2015-03-19,Upside
2015-03-17,4.0,2015-03-17,Outside
2015-03-17,5.0,2015-03-17,Undefined
2015-03-24,1.0,2015-03-24,N/A
2015-03-24,2.0,2015-03-25,Upside
2015-03-24,3.0,2015-03-26,Downside
2015-03-24,4.0,2015-03-24,Upside
2015-03-24,5.0,2015-03-24,Undefined
2015-03-31,1.0,2015-03-31,N/A
2015-03-31,2.0,2015-04-01,Upside
2015-03-31,3.0,2015-04-02,Downside
2015-03-31,4.0,2015-03-31,Upside
2015-03-31,5.0,2015-03-31,Undefined
2015-04-07,1.0,2015-04-07,N/A
2015-04-07,2.0,2015-04-08,Downside
